degree,Cluster Subject 1,Cluster Subject 2,Cluster Subject 3,Cluster Subject 4,Subject 1 Requirement,Subject 2 Requirement,Institution,Programme,id,course_id,program_code,institution_name,2015,2016,2017,2018,2019,2020,2021
BACHELOR OF ENVIRONMENTAL STUDIES (COMMUNITY DEVELOPMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1021,124,1117228,PWANI UNIVERSITY,23.0,25.038,25.436,23.468,22.569,23.907,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,940,109,1080213,CO-OPERATIVE UNIVERSITY OF KENYA,,,,,,16.791,17.459
BACHELOR OF ENVIRONMENTAL STUDIES,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL EDUCATION),1024,125,1118229,UNIVERSITY OF KABIANGA,23.0,24.858,,26.519,28.732,16.791,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),BIO,CHE,MAT A,ENG,CHE: C+,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),832,88,1249191,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,,36.344,29.071,27.038,16.791,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),BIO,CHE,MAT A,ENG,CHE: C+,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),1177,158,1240191,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,28.99,28.534,16.791,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),BIO,CHE,MAT A,ENG,CHE: C+,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),1178,158,1249274,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40.195,33.329,,,,,
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1199,166,1082290,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,23.392,,25.618,26.095,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1198,166,1279290,MOUNT KENYA UNIVERSITY,28.341,24.274,,26.409,26.037,16.791,23.621
BACHELOR OF SCIENCE (ANIMAL SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1219,169,1053293,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,29.763,25.515,,,23.067,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1220,169,1057293,EGERTON UNIVERSITY,33.964,23.454,27.616,24.531,24.819,24.895,17.459
BACHELOR OF SCIENCE (ANIMAL SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1221,169,1105293,CHUKA UNIVERSITY,31.147,25.039,,26.269,25.241,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1222,169,1117293,PWANI UNIVERSITY,,,,23.843,,,
BACHELOR OF SCIENCE (ANIMAL SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1223,169,1279293,MOUNT KENYA UNIVERSITY,,,,25.735,23.914,16.791,17.459
"BACHELOR OF SCIENCE (ANIMAL SCIENCE, WITH IT)",BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1218,169,1229293,MASENO UNIVERSITY,34.021,25.475,,35.953,26.252,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1200,167,1093291,UNIVERSITY OF EMBU,,27.35,,29.181,,,
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1201,167,1111294,KENYATTA UNIVERSITY,38.261,29.056,,23.186,28.563,29.424,28.985
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1202,167,1117291,PWANI UNIVERSITY,31.374,25.097,,26.589,24.345,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1224,169,1087293,KISII UNIVERSITY,30.368,25.603,,26.913,25.501,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1225,169,1244293,KARATINA UNIVERSITY,,,,,24.77,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1226,169,1685293,THARAKA UNIVERSITY COLLEGE,,,,,,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),2165,524,1117B71,PWANI UNIVERSITY,,,,30.171,24.387,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1224,169,1087293,KISII UNIVERSITY,30.368,25.603,,26.913,25.501,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1225,169,1244293,KARATINA UNIVERSITY,,,,,24.77,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1226,169,1685293,THARAKA UNIVERSITY COLLEGE,,,,,,16.791,17.459
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),2165,524,1117B71,PWANI UNIVERSITY,,,,30.171,24.387,16.791,17.459
BACHELOR OF SCIENCE (DAIRY TECHNOLOGY & MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (DAIRY TECHNOLOGY & MANAGEMENT),1394,212,1057345,EGERTON UNIVERSITY,27.542,22.048,26.589,27.95,28.811,16.791,17.459
BACHELOR OF SCIENCE (FORESTRY),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT),1351,198,1114330,UNIVERSITY OF ELDORET,23.0,23.062,,,27.489,16.791,17.459
BACHELOR OF SCIENCE (FORESTRY),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT),1352,198,1118330,UNIVERSITY OF KABIANGA,23.0,24.823,,26.763,,16.791,17.459
BACHELOR OF SCIENCE (FORESTRY),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT),1353,198,1165330,MAASAI MARA UNIVERSITY,,,,,,,
BACHELOR OF SCIENCE (FORESTRY),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT),1354,198,1166330,SOUTH EASTERN KENYA UNIVERSITY,23.0,25.06,,,,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL HEALTH AND PRODUCTION),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1228,170,1240294,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,34.083,26.892,,28.339,25.553,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),1227,170,1165294,MAASAI MARA UNIVERSITY,27.643,22.432,25.249,23.851,24.058,16.791,17.459
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1304,184,1111312,KENYATTA UNIVERSITY,34.673,28.629,,26.157,26.697,16.791,17.459
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1305,184,1117312,PWANI UNIVERSITY,23.0,23.047,,26.331,25.001,16.791,17.459
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,1396,214,1057347,EGERTON UNIVERSITY,24.779,21.072,,28.676,41.048,16.791,17.459
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,1397,214,1087347,KISII UNIVERSITY,23.0,24.17,,,26.623,16.791,17.459
BACHELOR OF SCIENCE IN AGRICULTURE AND EXTENSION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN AGRICULTURE,2182,539,1117C24,PWANI UNIVERSITY,,,,24.193,25.09,16.791,17.459
BACHELOR OF SCIENCE (LAND RESOURCE PLANNING & MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (LAND RESOURCE PLANNING & MANAGEMENT),1413,218,1249351,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.48,27.75,29.092,27.022,28.742,16.791,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),1417,221,1249354,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,29.006,24.784,39.407,33.845,26.219,16.791,17.459
BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1303,184,1480312,CATHOLIC UNIVERSITY OF EAST AFRICA,28.2,23.797,,,25.958,16.791,17.459
"BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT)",BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1473,255,1111402,KENYATTA UNIVERSITY,31.986,24.226,,27.221,28.976,16.791,17.459
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1474,255,1117402,PWANI UNIVERSITY,23.0,21.663,,,,,17.459
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1475,255,1166402,SOUTH EASTERN KENYA UNIVERSITY,23.0,24.116,,,,,
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1476,255,1495402,LUKENYA UNIVERSITY,,,,25.09,24.553,16.791,17.459
BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1477,255,1057402,EGERTON UNIVERSITY,29.887,22.971,26.32,29.307,,16.791,17.459
BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1405,215,1087348,KISII UNIVERSITY,28.448,22.837,,30.657,25.256,16.791,17.459
BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1406,215,1570348,TURKANA UNIVERSITY COLLEGE,,,,,,16.791,
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1402,215,1057348,EGERTON UNIVERSITY,31.145,22.384,,29.269,26.093,16.791,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1403,215,1082348,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,23.0,22.119,,30.391,34.987,16.791,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1404,215,1105348,CHUKA UNIVERSITY,23.0,21.31,26.354,28.358,29.32,16.791,17.459
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1399,215,1078348,AFRICA NAZARENE UNIVERSITY,27.141,25.223,,,,,
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1400,215,1096348,GARISSA UNIVERSITY,,,,23.794,,,
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1401,215,1114348,UNIVERSITY OF ELDORET,28.189,22.949,,,29.126,16.791,17.459
BACHELOR OF SCIENCE IN NATURAL RESOURCES,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AFRICA NAZARENE UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT ,1407,215,1244348,KARATINA UNIVERSITY,23.0,23.315,,,26.349,16.791,17.459
BACHELOR OF SCIENCE (HUMAN NUTRITION AND DIETETICS),BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1481,257,1077405,KENYA METHODIST UNIVERSITY,,,,30.714,25.318,16.791,17.459
BACHELOR OF SCIENCE (HUMAN NUTRITION AND DIETETICS),BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1482,257,1082405,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,36.005,30.893,,30.294,25.655,24.707,17.459
BACHELOR OF SCIENCE (HUMAN NUTRITION AND DIETETICS),BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1483,257,1240405,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,35.277,29.38,,28.275,33.56,16.791,17.459
BACHELOR OF SCIENCE IN AGRICULTURE AND RURAL DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1479,256,1246403,MURANGA UNIVERSITY OF TECHNOLOGY,,,,,,16.791,17.459
BACHELOR OF SCIENCE IN AGRICULTURE AND RURAL DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,1480,256,1279403,MOUNT KENYA UNIVERSITY,27.2,28.87,,,,16.791,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1484,257,1061405,KABARAK UNIVERSITY,,,,28.75,27.941,28.428,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1485,257,1105405,CHUKA UNIVERSITY,,,,29.446,31.966,16.791,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1486,257,1244405,KARATINA UNIVERSITY,32.541,30.282,,,,16.791,17.459
BACHELOR OF SCIENCE IN HUMAN NUTRITION AND DIETETICS,BIO,CHE,MAT A,ENG,CHE: C,BIO: C,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,1487,257,1249405,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,38.697,28.409,27.75,27.311,29.405,30.363,32.078
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1493,259,1053415,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,32.6,22.171,,26.256,24.861,16.791,24.559
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1494,259,1114415,UNIVERSITY OF ELDORET,34.565,26.697,,,,,28.829
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1495,259,1118415,UNIVERSITY OF KABIANGA,33.439,22.964,,25.145,,,
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1496,259,1253415,MOI UNIVERSITY,37.466,31.64,30.207,25.08,24.712,28.704,28.07
BACHELOR OF SCIENCE IN AGRICULTURAL EXTENSION EDUCATION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1499,259,1244415,KARATINA UNIVERSITY,33.31,23.168,,25.654,26.358,16.791,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1503,260,1118416,UNIVERSITY OF KABIANGA,,,,,24.655,16.791,26.191
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1511,261,1093417,UNIVERSITY OF EMBU,32.551,21.996,,23.775,24.668,16.791,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1512,261,1105416,CHUKA UNIVERSITY,34.44,25.948,28.543,24.362,24.073,28.316,29.429
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1513,261,1263417,UNIVERSITY OF NAIROBI,37.68,30.433,27.712,24.829,30.405,31.358,31.833
BACHELOR OF SCIENCE IN AGRICULTURE EDUCATION & EXTENSION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1500,259,1091415,TAITA TAVETA UNIVERSITY,,,,24.287,24.732,16.791,17.459
BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1505,261,1176417,LAIKIPIA UNIVERSITY,33.777,26.377,,24.039,25.884,16.791,17.459
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1497,259,1240415,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,33.984,27.384,,27.392,27.57,16.791,24.811
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1498,259,1700415,BOMET UNIVERSITY COLLEGE,,,,,,16.791,17.459
BACHELOR OF AGRICULTURAL EDUCATION AND EXTENSION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1506,261,1061417,KABARAK UNIVERSITY,,,,,,,17.459
BACHELOR OF AGRICULTURAL EDUCATION AND EXTENSION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1507,261,1170417,MACHAKOS UNIVERSITY,32.501,24.36,,26.324,24.09,16.791,17.459
BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1502,260,1114416,UNIVERSITY OF ELDORET,33.821,22.413,,23.975,23.981,16.791,25.181
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION AND RURAL DEVELOPMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1504,260,1087615,KISII UNIVERSITY,30.244,22.489,,30.815,25.821,16.791,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,1503,260,1118416,UNIVERSITY OF KABIANGA,,,,,24.655,16.791,26.191
